beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Cherry Pie Velvet","4 Noses Brewing Company","IPA - Milkshake",6.5,0,,,,,,,,3.75,"2020-05-31 09:43:23",https://api.untappd.com/c/901476151,https://api.untappd.com/beer/3586090,https://api.untappd.com/brewery/127271,"United States",Denver,CO,,,Can,901476151,3586090,127271,,3.88,3.84,,0,0
"BQX : Brooklyn-Queens Connector","Big aLICe Brewing Co.","IPA - Imperial / Double",8,0,,,,,,,,4,"2020-06-01 15:59:50",https://api.untappd.com/c/901934930,https://api.untappd.com/beer/2966133,https://api.untappd.com/brewery/49805,"United States","Long Island City",NY,,,Can,901934930,2966133,49805,,3.84,3.83,,0,0
"Cosmic Handshake","Sixpoint Brewery","IPA - Sour",9,0,,,,,,,,4.25,"2020-06-03 09:04:01",https://api.untappd.com/c/902242191,https://api.untappd.com/beer/3432909,https://api.untappd.com/brewery/1149,"United States",Brooklyn,NY,,,Can,902242191,3432909,1149,,3.79,3.79,,0,0
"Party Crasher","LIC Beer Project","IPA - New England / Hazy",5.5,0,,,,,,,,4.5,"2020-06-03 09:04:19",https://api.untappd.com/c/902242204,https://api.untappd.com/beer/1541304,https://api.untappd.com/brewery/201804,"United States","Long Island City",NY,,,Can,902242204,1541304,201804,,3.99,3.99,,0,0
"John Blaze","Focal Point Beer Co","IPA - New England / Hazy",7.5,0,,,,,,,,4.25,"2020-06-08 09:33:29",https://api.untappd.com/c/904208631,https://api.untappd.com/beer/2587977,https://api.untappd.com/brewery/251150,"United States","Borough of Queens",NY,,,Can,904208631,2587977,251150,,3.88,3.85,,0,0
"Fluffy Tufts","Grimm Artisanal Ales","IPA - Imperial / Double",8,0,,,,,,,,4,"2020-06-08 09:33:46",https://api.untappd.com/c/904208644,https://api.untappd.com/beer/3802888,https://api.untappd.com/brewery/72844,"United States",Brooklyn,NY,,,Can,904208644,3802888,72844,,4.09,4.04,,0,0
"Horchata Mild","Mikkeller Brewing NYC","Mild - Other",4,0,,,,,,,,3.5,"2020-06-08 09:34:12",https://api.untappd.com/c/904208669,https://api.untappd.com/beer/3640519,https://api.untappd.com/brewery/374059,"United States","Flushing, Queens",NY,,,Can,904208669,3640519,374059,,3.64,3.68,,0,0
Foederbräu,"Fifth Hammer Brewing Co.","Pilsner - German",5,0,,,,,,,,3.5,"2020-06-08 09:34:25",https://api.untappd.com/c/904208679,https://api.untappd.com/beer/3629432,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,,,Can,904208679,3629432,362426,,3.79,3.76,,0,0
"Post Game Pils","Focal Point Beer Co","Pilsner - German",5,0,,,,,,,,4,"2020-06-08 09:34:47",https://api.untappd.com/c/904208702,https://api.untappd.com/beer/3389457,https://api.untappd.com/brewery/251150,"United States","Borough of Queens",NY,,,Crowler,904208702,3389457,251150,,3.68,3.68,,0,0
"Park People","Rockaway Brewing Company","IPA - Sour",5.1,0,,,,,,,,3.5,"2020-06-08 09:35:25",https://api.untappd.com/c/904208749,https://api.untappd.com/beer/3807021,https://api.untappd.com/brewery/47828,"United States","Long Island City",NY,,,Can,904208749,3807021,47828,,4.04,3.69,,0,0
"Schindleria Praematurus DDH IPA W/ Honey","SingleCut Beersmiths","IPA - American",7,55,,,,,,,,4,"2020-06-12 08:31:18",https://api.untappd.com/c/905142409,https://api.untappd.com/beer/3288408,https://api.untappd.com/brewery/16555,"United States",Astoria,NY,,,Can,905142409,3288408,16555,,3.99,3.98,,0,0
"Oscillation 020","Finback Brewery","IPA - Imperial / Double",8.7,0,,,,,,,,4,"2020-06-12 08:31:56",https://api.untappd.com/c/905142473,https://api.untappd.com/beer/3770245,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,905142473,3770245,52099,,4.36,4.27,,0,0
"STATE OF THE ART: Pina Colada DIPA","Industrial Arts Brewing","IPA - Imperial / Double New England / Hazy",8.1,0,,,,,,,,4.25,"2020-06-13 08:27:12",https://api.untappd.com/c/905696571,https://api.untappd.com/beer/3803080,https://api.untappd.com/brewery/285703,"United States",Beacon,NY,,,Can,905696571,3803080,285703,,3.88,3.81,,0,0
"Yellow Cake","Finback Brewery","IPA - Milkshake",7.3,0,,,,,,,,4.25,"2020-06-13 22:35:00",https://api.untappd.com/c/906288529,https://api.untappd.com/beer/3036667,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,906288529,3036667,52099,,4.11,4.1,,0,0
"Zoot Juice","Mikkeller Brewing NYC","IPA - Sour",8,0,,,,,,,,3,"2020-06-13 22:35:14",https://api.untappd.com/c/906288621,https://api.untappd.com/beer/3122049,https://api.untappd.com/brewery/374059,"United States","Flushing, Queens",NY,,,Can,906288621,3122049,374059,,3.72,3.72,,0,0
"Crying On The Inside","Threes Brewing","IPA - American",6.7,0,,,,,,,,3.75,"2020-06-14 22:04:40",https://api.untappd.com/c/906701244,https://api.untappd.com/beer/3012376,https://api.untappd.com/brewery/161808,"United States",Brooklyn,NY,,,Can,906701244,3012376,161808,,3.86,3.85,,0,0
"Social Fabric","Finback Brewery","IPA - Imperial / Double",8,0,,,,,,,,4,"2020-06-14 22:04:52",https://api.untappd.com/c/906701303,https://api.untappd.com/beer/2691723,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,906701303,2691723,52099,,4.21,4.2,,0,0
Pa'lante,"Big aLICe Brewing Co.",Other,7,0,,,,,,,,4.25,"2020-06-16 10:16:23",https://api.untappd.com/c/906932975,https://api.untappd.com/beer/3810915,https://api.untappd.com/brewery/49805,"United States","Long Island City",NY,"vanilla,cinnamon,sweet",,Can,906932975,3810915,49805,,4.12,3.77,,0,0
"Functional Modern","Fifth Hammer Brewing Co.","IPA - New England / Hazy",7.5,0,,,,,,,,3.5,"2020-06-16 22:49:42",https://api.untappd.com/c/907119975,https://api.untappd.com/beer/3812046,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,,,Can,907119975,3812046,362426,,4.09,3.97,,0,0
"Behold True Sorrow","Big aLICe Brewing Co.",Schwarzbier,5,0,,,,,,,,4,"2020-06-17 21:59:36",https://api.untappd.com/c/907359520,https://api.untappd.com/beer/3673084,https://api.untappd.com/brewery/49805,"United States","Long Island City",NY,,,Crowler,907359520,3673084,49805,,3.86,3.81,,0,0
Hypersaturate,"Wild East Brewing Co.","IPA - Imperial / Double New England / Hazy",8,0,,,,,,,,3.5,"2020-06-20 07:45:29",https://api.untappd.com/c/908310623,https://api.untappd.com/beer/3662959,https://api.untappd.com/brewery/391055,"United States",Brooklyn,NY,,,Can,908310623,3662959,391055,,4.07,3.97,,0,0
"Mighty Real Hibiscus IPA","SingleCut Beersmiths","IPA - American",5.6,50,,,,,,,,4.25,"2020-06-21 12:16:34",https://api.untappd.com/c/909018551,https://api.untappd.com/beer/3253611,https://api.untappd.com/brewery/16555,"United States",Astoria,NY,,,Can,909018551,3253611,16555,,3.79,3.78,,0,0
"All Together","Alewife Brewing","IPA - American",6.5,0,,,,,,,,4,"2020-06-25 08:27:28",https://api.untappd.com/c/910095240,https://api.untappd.com/beer/3819880,https://api.untappd.com/brewery/81154,"United States",Sunnyside,NY,,,Can,910095240,3819880,81154,,3.91,3.77,,0,0
"Space Dream","Other Half Brewing Co.","IPA - New England / Hazy",6,0,,,,,,,,3.25,"2020-06-25 08:28:13",https://api.untappd.com/c/910095301,https://api.untappd.com/beer/2536765,https://api.untappd.com/brewery/94785,"United States",Brooklyn,NY,peppery,,Can,910095301,2536765,94785,,4.19,4.19,,0,0
"Beach Ball","Torch & Crown Brewing Company","Sour - Fruited",6,0,,,,,,,,3.75,"2020-06-26 16:57:03",https://api.untappd.com/c/910676238,https://api.untappd.com/beer/3812045,https://api.untappd.com/brewery/386511,"United States","New York",NY,,,Can,910676238,3812045,386511,,3.98,3.91,,0,0
Vacay,"Grimm Artisanal Ales","Sour - Other",5.3,0,,,,,,,,4,"2020-06-26 16:57:26",https://api.untappd.com/c/910676551,https://api.untappd.com/beer/1469212,https://api.untappd.com/brewery/72844,"United States",Brooklyn,NY,,,Can,910676551,1469212,72844,,4.03,4.02,,0,0
"Science Fair Project","KCBC - Kings County Brewers Collective","Sour - Fruited Gose",4.5,0,,,,,,,,4,"2020-06-26 16:57:46",https://api.untappd.com/c/910676810,https://api.untappd.com/beer/2976755,https://api.untappd.com/brewery/167520,"United States",Brooklyn,NY,,,Can,910676810,2976755,167520,,3.91,3.87,,0,0
"Nasty Trunks","Evil Twin Brewing","IPA - Sour",5.5,0,,,,,,,,4.25,"2020-06-26 16:57:55",https://api.untappd.com/c/910676906,https://api.untappd.com/beer/2408497,https://api.untappd.com/brewery/3735,"United States",Brooklyn,NY,,,Can,910676906,2408497,3735,,3.76,3.76,,0,0
"Citra Dreams","Captain Lawrence Brewing Company","IPA - New England / Hazy",7,24,,,,,,,,4,"2020-06-27 08:22:59",https://api.untappd.com/c/910983999,https://api.untappd.com/beer/3441378,https://api.untappd.com/brewery/341,"United States",Elmsford,NY,,,Can,910983999,3441378,341,,3.86,3.86,,0,0
"All Together","Greenpoint Beer & Ale Co.","IPA - American",6.5,45,,,,,,,,3.75,"2020-07-01 08:30:24",https://api.untappd.com/c/912432850,https://api.untappd.com/beer/3775204,https://api.untappd.com/brewery/115381,"United States",Brooklyn,NY,,,Can,912432850,3775204,115381,,3.94,3.78,,0,0
"Constant Reassurance","Greenpoint Beer & Ale Co.","Pale Ale - American",4.8,0,,,,,,,,3.75,"2020-07-03 08:57:11",https://api.untappd.com/c/913109575,https://api.untappd.com/beer/1540159,https://api.untappd.com/brewery/115381,"United States",Brooklyn,NY,,,Can,913109575,1540159,115381,,4.07,3.98,,0,0
"Pride Wit","Fifth Hammer Brewing Co.","Wheat Beer - Witbier / Blanche",5,0,,,,,,,,2.5,"2020-07-03 08:57:37",https://api.untappd.com/c/913109624,https://api.untappd.com/beer/3835169,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,,,Can,913109624,3835169,362426,,3.78,3.72,,0,0
"Visible Spectrum","Finback Brewery","IPA - American",6.2,0,,,,,,,,4.25,"2020-07-03 08:57:51",https://api.untappd.com/c/913109649,https://api.untappd.com/beer/1582339,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,913109649,1582339,52099,,4.11,4.1,,0,0
"2nd Anniversary","Grimm Artisanal Ales","IPA - Triple",10,0,,,,,,,,4.25,"2020-07-05 12:33:47",https://api.untappd.com/c/914450355,https://api.untappd.com/beer/3844477,https://api.untappd.com/brewery/72844,"United States",Brooklyn,NY,,,Can,914450355,3844477,72844,,4.33,4.23,,0,0
"Molotov Lite","Evil Twin Brewing","IPA - Imperial / Double",8.5,90,,,,,,,,4.5,"2020-07-05 12:34:04",https://api.untappd.com/c/914450474,https://api.untappd.com/beer/888627,https://api.untappd.com/brewery/3735,"United States",Brooklyn,NY,,,Can,914450474,888627,3735,,3.79,3.79,,0,0
"All Together","NS Beer","IPA - New England / Hazy",6.5,0,,,,,,,,4,"2020-07-07 09:05:39",https://api.untappd.com/c/914963558,https://api.untappd.com/beer/3792173,https://api.untappd.com/brewery/447453,"United States",Brooklyn,NY,,,Can,914963558,3792173,447453,,3.92,3.84,,0,0
"Magnetic Tape","Grimm Artisanal Ales","IPA - American",6.5,65,,,,,,,,4,"2020-07-11 08:33:36",https://api.untappd.com/c/916361914,https://api.untappd.com/beer/2037680,https://api.untappd.com/brewery/72844,"United States",Brooklyn,NY,,,Can,916361914,2037680,72844,,4.08,4.07,,0,0
"Think About Things","NS Beer","IPA - New England / Hazy",7.1,0,,,,,,,,4.75,"2020-07-11 08:34:21",https://api.untappd.com/c/916362074,https://api.untappd.com/beer/3792175,https://api.untappd.com/brewery/447453,"United States",Brooklyn,NY,"guava,tropical",,Can,916362074,3792175,447453,,3.84,3.78,,0,0
"This Is Your Brain On Hops: Mosaic + Nelson","KCBC - Kings County Brewers Collective","IPA - Imperial / Double",8.5,0,,,,,,,,4,"2020-07-11 08:34:41",https://api.untappd.com/c/916362146,https://api.untappd.com/beer/3840464,https://api.untappd.com/brewery/167520,"United States",Brooklyn,NY,,,Can,916362146,3840464,167520,,4.17,4.08,,0,0
"Pineapple Mango Blonde","Dry Dock Brewing Company","Blonde / Golden Ale - Other",5.2,0,,,,,,,,4,"2020-07-15 08:25:34",https://api.untappd.com/c/917900004,https://api.untappd.com/beer/3785288,https://api.untappd.com/brewery/1551,"United States",Aurora,CO,,,Can,917900004,3785288,1551,,3.61,3.62,,0,0
"Viking Roller Boogie","KCBC - Kings County Brewers Collective","IPA - American",7.2,0,,,,,,,,4,"2020-07-15 08:26:00",https://api.untappd.com/c/917900044,https://api.untappd.com/beer/3256568,https://api.untappd.com/brewery/167520,"United States",Brooklyn,NY,,,Can,917900044,3256568,167520,,4.11,4.05,,0,0
"World Gone Hazy","The Bronx Brewery","IPA - New England / Hazy",7,35,,,,,,,,3.5,"2020-07-20 09:17:03",https://api.untappd.com/c/920184751,https://api.untappd.com/beer/2778729,https://api.untappd.com/brewery/15784,"United States",Bronx,NY,,,Can,920184751,2778729,15784,,3.78,3.78,,0,0
"Sawā Yuzu","Japas Cervejaria","Sour - Fruited",4.7,7,,,,,,,,3.5,"2020-07-20 09:17:21",https://api.untappd.com/c/920184779,https://api.untappd.com/beer/3384030,https://api.untappd.com/brewery/181768,Brazil,"São Paulo","São Paulo",,,Can,920184779,3384030,181768,,3.87,3.85,,0,0
"Field Study IPA","Tröegs Independent Brewing","IPA - American",6.2,0,,,,,,,,4.25,"2020-07-20 09:20:59",https://api.untappd.com/c/920185159,https://api.untappd.com/beer/3177687,https://api.untappd.com/brewery/2583,"United States",Hershey,PA,,,Bottle,920185159,3177687,2583,,3.79,3.79,,0,0
"Strawberus Shortcake","Cerberus Brewing Co.","Sour - Fruited",6.7,9,,,,,,,,4.25,"2020-07-20 11:39:33",https://api.untappd.com/c/920203706,https://api.untappd.com/beer/3816954,https://api.untappd.com/brewery/265964,"United States","Colorado Springs",CO,,,Crowler,920203706,3816954,265964,,4.16,3.95,,0,0
"S3 Biere de Miel","Transmitter Brewing","Farmhouse Ale - Saison",5.1,0,,,,,,,,3.25,"2020-07-22 08:14:16",https://api.untappd.com/c/920716779,https://api.untappd.com/beer/654296,https://api.untappd.com/brewery/95893,"United States",Brooklyn,NY,,,Can,920716779,654296,95893,,3.75,3.74,,0,0
"Christopher Street","Atrevida Beer Co.","Pale Ale - American",7.1,0,,,,,,,,3.5,"2020-07-22 08:15:30",https://api.untappd.com/c/920716899,https://api.untappd.com/beer/3845491,https://api.untappd.com/brewery/391395,"United States","Colorado Springs",CO,,,Can,920716899,3845491,391395,,3.5,3.64,,0,0
"El Dorado","Atrevida Beer Co.",Kölsch,5.7,0,"Tasted like lemon cleaner",,,,,,,2,"2020-07-22 08:16:09",https://api.untappd.com/c/920716974,https://api.untappd.com/beer/2637928,https://api.untappd.com/brewery/391395,"United States","Colorado Springs",CO,,,Can,920716974,2637928,391395,,3.61,3.66,,0,0
Juneteenth,"Atrevida Beer Co.","Cream Ale",6.04,0,,,,,,,,3.25,"2020-07-22 08:16:28",https://api.untappd.com/c/920717016,https://api.untappd.com/beer/2720390,https://api.untappd.com/brewery/391395,"United States","Colorado Springs",CO,,,Can,920717016,2720390,391395,,3.65,3.68,,0,0
"$eeing Green","Civil Society Brewing","IPA - Imperial / Double",9,0,,,,,,,,4,"2020-07-24 08:20:07",https://api.untappd.com/c/921396289,https://api.untappd.com/beer/1449794,https://api.untappd.com/brewery/186509,"United States",Jupiter,FL,,,Can,921396289,1449794,186509,,4.2,4.19,,0,0
"Mind Reading","Finback Brewery","Sour - Fruited Gose",6,0,,,,,,,,4,"2020-07-25 08:20:19",https://api.untappd.com/c/921966515,https://api.untappd.com/beer/3835098,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,921966515,3835098,52099,,3.99,3.93,,1,0
"Torque Wrench","Industrial Arts Brewing","IPA - Imperial / Double",8.2,0,,,,,,,,4.25,"2020-07-25 08:20:31",https://api.untappd.com/c/921966555,https://api.untappd.com/beer/2441461,https://api.untappd.com/brewery/285703,"United States",Beacon,NY,,,Can,921966555,2441461,285703,,4.11,4.11,,0,0
"The Little Dipster","NS Beer","IPA - New England / Hazy",7,0,,,,,,,,2,"2020-07-26 17:06:33",https://api.untappd.com/c/922865969,https://api.untappd.com/beer/3870998,https://api.untappd.com/brewery/447453,"United States",Brooklyn,NY,,,Can,922865969,3870998,447453,,3.15,3.39,,0,0
"Relative Clarity: Pineapple Habanero","Fifth Hammer Brewing Co.","Chilli / Chile Beer",7.2,0,,,,,,,,3.25,"2020-07-28 08:04:19",https://api.untappd.com/c/923277462,https://api.untappd.com/beer/3861840,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,,,Can,923277462,3861840,362426,,3.66,3.69,,0,0
"Cats Are Forever","Finback Brewery","IPA - Imperial / Double",9,0,,,,,,,,4,"2020-07-28 08:04:31",https://api.untappd.com/c/923277483,https://api.untappd.com/beer/3258397,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,923277483,3258397,52099,,4.26,4.23,,0,0
"Freaky Hijiki","Interboro Spirits & Ales","Sour - Fruited Berliner Weisse",4.5,0,,,,,,,,3.5,"2020-07-28 08:04:49",https://api.untappd.com/c/923277512,https://api.untappd.com/beer/3164210,https://api.untappd.com/brewery/279573,"United States",Brooklyn,NY,,,Can,923277512,3164210,279573,,3.8,3.79,,0,0
"Pinapple Dapple","Metric Brewing Co.","Blonde / Golden Ale - Other",0,0,,,,,,,,4,"2020-07-28 08:05:14",https://api.untappd.com/c/923277543,https://api.untappd.com/beer/3867647,https://api.untappd.com/brewery/393396,"United States","Colorado Springs",CO,,,Crowler,923277543,3867647,393396,,3.77,3.68,,0,0
"Fresh Kills IPA","Flagship Brewing Company","IPA - American",6.9,64,,,,,,,,2.5,"2020-07-29 08:02:41",https://api.untappd.com/c/923554409,https://api.untappd.com/beer/3581447,https://api.untappd.com/brewery/115902,"United States","Richmond County",NY,,,Can,923554409,3581447,115902,,3.57,3.59,,0,0
BNY2,"Transmitter Brewing","Australian Sparkling Ale",4.4,0,,,,,,,,4,"2020-07-29 08:03:07",https://api.untappd.com/c/923554439,https://api.untappd.com/beer/3854018,https://api.untappd.com/brewery/95893,"United States",Brooklyn,NY,,,Can,923554439,3854018,95893,,3.58,3.66,,0,0
"Flux Fluid","Equilibrium Brewery","IPA - Triple",10,0,,,,,,,,4.25,"2020-07-29 08:03:23",https://api.untappd.com/c/923554462,https://api.untappd.com/beer/3854510,https://api.untappd.com/brewery/198789,"United States",Middletown,NY,,,Can,923554462,3854510,198789,,4.1,4.07,,0,0
"People Power 2020","Finback Brewery","IPA - Imperial / Double",8.5,0,,,,,,,,4,"2020-07-31 08:12:49",https://api.untappd.com/c/924244830,https://api.untappd.com/beer/3865719,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,924244830,3865719,52099,,4.19,4.09,,0,0
"Skeleton Key","Ghost Brewing Company","Pale Ale - American",5.2,24,,,,,,,,2.5,"2020-07-31 08:13:04",https://api.untappd.com/c/924244861,https://api.untappd.com/beer/3603645,https://api.untappd.com/brewery/452236,"United States","Bay Shore",NY,,,Can,924244861,3603645,452236,,3.66,3.67,,0,0
"I MISS THE OLD ENIPLA NELSON","Evil Twin Brewing NYC","IPA - New England / Hazy",7,0,,,,,,,,3.5,"2020-08-01 07:17:20",https://api.untappd.com/c/924811586,https://api.untappd.com/beer/3775586,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,,,Can,924811586,3775586,420055,,3.94,3.86,,0,0
"Haze Charmer","Tröegs Independent Brewing","Pale Ale - New England / Hazy",5.5,0,,,,,,,,4.5,"2020-08-02 08:46:48",https://api.untappd.com/c/925490897,https://api.untappd.com/beer/3674435,https://api.untappd.com/brewery/2583,"United States",Hershey,PA,,,Bottle,925490897,3674435,2583,,3.72,3.72,,0,0
"MF Gose Mango Limon","Paradox Beer Company","Sour - Traditional Gose",5,0,,,,,,,,3.75,"2020-08-02 08:47:03",https://api.untappd.com/c/925490948,https://api.untappd.com/beer/3367825,https://api.untappd.com/brewery/24749,"United States",Divide,CO,,,Can,925490948,3367825,24749,,3.91,3.86,,0,0
